,iso2,year,column,cases,sex,age
719,UY,2008,m1524,49,m,15-24
720,UZ,2007,m1524,569,m,15-24
721,VE,2008,m1524,364,m,15-24
722,ZA,2008,m1524,10172,m,15-24
723,AD,2005,m2534,1,m,25-34
724,AD,2006,m2534,1,m,25-34
725,AD,2008,m2534,0,m,25-34
726,AE,2008,m2534,1,m,25-34
727,AL,2005,m2534,21,m,25-34
728,AL,2006,m2534,19,m,25-34
729,AL,2007,m2534,13,m,25-34
730,AM,2005,m2534,104,m,25-34
731,AM,2006,m2534,116,m,25-34
732,AM,2007,m2534,87,m,25-34
733,AM,2008,m2534,103,m,25-34
734,AR,2008,m2534,611,m,25-34
735,AT,2005,m2534,23,m,25-34
736,AT,2006,m2534,25,m,25-34
737,AZ,2005,m2534,297,m,25-34
738,AZ,2006,m2534,362,m,25-34
739,BA,2005,m2534,58,m,25-34
740,BA,2006,m2534,58,m,25-34
741,BA,2007,m2534,0,m,25-34
742,BA,2008,m2534,35,m,25-34
743,BB,2008,m2534,1,m,25-34
744,BE,2005,m2534,50,m,25-34
745,BE,2006,m2534,52,m,25-34
746,BE,2008,m2534,40,m,25-34
747,BG,2005,m2534,150,m,25-34
748,BG,2008,m2534,145,m,25-34
749,BH,2008,m2534,48,m,25-34
750,BN,2008,m2534,10,m,25-34
751,BR,2008,m2534,6173,m,25-34
752,BS,2008,m2534,6,m,25-34
753,BW,2008,m2534,528,m,25-34
754,BZ,2008,m2534,12,m,25-34
755,CA,2008,m2534,36,m,25-34
756,CH,2005,m2534,9,m,25-34
757,CH,2006,m2534,15,m,25-34
758,CH,2007,m2534,10,m,25-34
759,CH,2008,m2534,13,m,25-34
760,CM,2008,m2534,2861,m,25-34
761,CY,2005,m2534,1,m,25-34
762,CY,2006,m2534,1,m,25-34
763,CY,2007,m2534,1,m,25-34
764,CY,2008,m2534,0,m,25-34
765,CZ,2005,m2534,24,m,25-34
766,CZ,2006,m2534,19,m,25-34
767,CZ,2007,m2534,26,m,25-34
768,CZ,2008,m2534,29,m,25-34
769,DE,2005,m2534,113,m,25-34
770,DE,2006,m2534,138,m,25-34
771,DE,2007,m2534,248,m,25-34
772,DE,2008,m2534,95,m,25-34
773,DK,2005,m2534,12,m,25-34
774,DK,2006,m2534,13,m,25-34
775,DK,2007,m2534,12,m,25-34
776,DK,2008,m2534,15,m,25-34
777,DM,2008,m2534,0,m,25-34
778,DO,2008,m2534,398,m,25-34
779,EE,2005,m2534,25,m,25-34
780,EE,2006,m2534,19,m,25-34
781,EE,2007,m2534,26,m,25-34
782,EE,2008,m2534,14,m,25-34
783,EG,2008,m2534,640,m,25-34
784,ES,2005,m2534,394,m,25-34
785,ES,2006,m2534,332,m,25-34
786,ES,2007,m2534,375,m,25-34
787,ES,2008,m2534,355,m,25-34
788,FI,2005,m2534,4,m,25-34
789,FI,2006,m2534,6,m,25-34
790,FI,2007,m2534,5,m,25-34
791,FI,2008,m2534,5,m,25-34
792,FM,2008,m2534,3,m,25-34
793,FR,2005,m2534,212,m,25-34
794,FR,2006,m2534,214,m,25-34
795,FR,2007,m2534,225,m,25-34
796,FR,2008,m2534,136,m,25-34
797,GB,2005,m2534,200,m,25-34
798,GB,2006,m2534,244,m,25-34
799,GB,2007,m2534,286,m,25-34
800,GB,2008,m2534,188,m,25-34
801,GE,2006,m2534,392,m,25-34
802,GE,2007,m2534,388,m,25-34
803,GE,2008,m2534,974,m,25-34
804,GM,2008,m2534,307,m,25-34
805,GR,2005,m2534,25,m,25-34
806,GR,2006,m2534,32,m,25-34
807,GR,2007,m2534,22,m,25-34
808,GR,2008,m2534,14,m,25-34
809,GT,2008,m2534,257,m,25-34
810,GU,2008,m2534,1,m,25-34
811,GY,2008,m2534,51,m,25-34
812,HK,2008,m2534,79,m,25-34
813,HN,2008,m2534,263,m,25-34
814,HR,2005,m2534,27,m,25-34
815,HR,2006,m2534,23,m,25-34
816,HR,2008,m2534,25,m,25-34
817,HT,2008,m2534,1337,m,25-34
818,HU,2005,m2534,24,m,25-34
819,HU,2006,m2534,31,m,25-34
820,HU,2007,m2534,31,m,25-34
821,HU,2008,m2534,23,m,25-34
822,ID,2008,m2534,22325,m,25-34
823,IE,2005,m2534,10,m,25-34
824,IE,2006,m2534,18,m,25-34
825,IE,2007,m2534,49,m,25-34
826,IE,2008,m2534,18,m,25-34
827,IL,2005,m2534,10,m,25-34
828,IL,2006,m2534,12,m,25-34
829,IL,2007,m2534,20,m,25-34
830,IL,2008,m2534,25,m,25-34
831,IQ,2008,m2534,525,m,25-34
832,IR,2008,m2534,466,m,25-34
833,IS,2005,m2534,0,m,25-34
834,IS,2006,m2534,0,m,25-34
835,IS,2007,m2534,0,m,25-34
836,IS,2008,m2534,1,m,25-34
837,IT,2005,m2534,191,m,25-34
838,IT,2006,m2534,201,m,25-34
839,IT,2007,m2534,170,m,25-34
840,IT,2008,m2534,148,m,25-34
841,JM,2008,m2534,10,m,25-34
842,JO,2008,m2534,10,m,25-34
843,JP,2008,m2534,339,m,25-34
844,KE,2008,m2534,8128,m,25-34
845,KG,2005,m2534,303,m,25-34
846,KI,2008,m2534,9,m,25-34
847,KM,2008,m2534,11,m,25-34
848,KN,2008,m2534,0,m,25-34
849,KP,2008,m2534,3320,m,25-34
850,KR,2008,m2534,865,m,25-34
851,KW,2008,m2534,90,m,25-34
852,KZ,2005,m2534,1142,m,25-34
853,KZ,2007,m2534,976,m,25-34
854,KZ,2008,m2534,968,m,25-34
855,LB,2008,m2534,14,m,25-34
856,LC,2008,m2534,0,m,25-34
857,LR,2008,m2534,412,m,25-34
858,LS,2008,m2534,615,m,25-34
859,LT,2005,m2534,118,m,25-34
860,LT,2006,m2534,120,m,25-34
861,LT,2007,m2534,77,m,25-34
862,LT,2008,m2534,110,m,25-34
863,LU,2005,m2534,2,m,25-34
864,LU,2006,m2534,3,m,25-34
865,LU,2007,m2534,0,m,25-34
866,LU,2008,m2534,0,m,25-34
867,LV,2005,m2534,71,m,25-34
868,LV,2006,m2534,78,m,25-34
869,LV,2008,m2534,54,m,25-34
870,LY,2008,m2534,298,m,25-34
871,MA,2008,m2534,2372,m,25-34
872,MD,2005,m2534,337,m,25-34
873,MD,2007,m2534,281,m,25-34
874,MD,2008,m2534,271,m,25-34
875,ME,2005,m2534,5,m,25-34
876,ME,2007,m2534,6,m,25-34
877,ME,2008,m2534,7,m,25-34
878,MG,2008,m2534,2294,m,25-34
879,MH,2008,m2534,1,m,25-34
880,MK,2005,m2534,20,m,25-34
881,MK,2006,m2534,15,m,25-34
882,MK,2007,m2534,22,m,25-34
883,MK,2008,m2534,21,m,25-34
884,ML,2008,m2534,809,m,25-34
885,MO,2008,m2534,12,m,25-34
886,MP,2008,m2534,0,m,25-34
887,MT,2005,m2534,1,m,25-34
888,MT,2006,m2534,0,m,25-34
889,MT,2007,m2534,2,m,25-34
890,MT,2008,m2534,6,m,25-34
891,MU,2008,m2534,15,m,25-34
892,MX,2008,m2534,1292,m,25-34
893,MY,2008,m2534,2445,m,25-34
894,NC,2008,m2534,1,m,25-34
895,NL,2005,m2534,42,m,25-34
896,NL,2006,m2534,23,m,25-34
897,NL,2007,m2534,22,m,25-34
898,NL,2008,m2534,24,m,25-34
899,NO,2005,m2534,4,m,25-34
900,NO,2006,m2534,10,m,25-34
901,NO,2008,m2534,8,m,25-34
902,NR,2008,m2534,0,m,25-34
903,NZ,2008,m2534,4,m,25-34
904,OM,2008,m2534,28,m,25-34
905,PE,2008,m2534,2233,m,25-34
906,PF,2008,m2534,1,m,25-34
907,PL,2005,m2534,199,m,25-34
908,PL,2006,m2534,215,m,25-34
909,PL,2007,m2534,213,m,25-34
910,PL,2008,m2534,175,m,25-34
911,PR,2008,m2534,4,m,25-34
912,PS,2008,m2534,1,m,25-34
913,PT,2005,m2534,227,m,25-34
914,PT,2006,m2534,211,m,25-34
915,PT,2007,m2534,178,m,25-34
916,PT,2008,m2534,155,m,25-34
917,PY,2008,m2534,227,m,25-34
918,QA,2008,m2534,67,m,25-34
919,RO,2005,m2534,1511,m,25-34
920,RO,2006,m2534,1306,m,25-34
921,RO,2008,m2534,1124,m,25-34
922,RS,2005,m2534,96,m,25-34
923,RS,2006,m2534,91,m,25-34
924,RS,2007,m2534,59,m,25-34
925,RS,2008,m2534,51,m,25-34
926,RU,2008,m2534,6475,m,25-34
927,SB,2008,m2534,12,m,25-34
928,SC,2008,m2534,1,m,25-34
929,SD,2008,m2534,1740,m,25-34
930,SE,2005,m2534,21,m,25-34
931,SE,2006,m2534,15,m,25-34
932,SE,2007,m2534,20,m,25-34
933,SE,2008,m2534,15,m,25-34
934,SG,2008,m2534,21,m,25-34
935,SI,2005,m2534,10,m,25-34
936,SI,2006,m2534,5,m,25-34
937,SI,2007,m2534,7,m,25-34
938,SI,2008,m2534,12,m,25-34
939,SK,2005,m2534,13,m,25-34
940,SK,2006,m2534,11,m,25-34
941,SK,2007,m2534,10,m,25-34
942,SK,2008,m2534,7,m,25-34
943,SN,2008,m2534,1767,m,25-34
944,SV,2008,m2534,168,m,25-34
945,SZ,2008,m2534,552,m,25-34
946,TJ,2005,m2534,279,m,25-34
947,TJ,2008,m2534,358,m,25-34
948,TM,2005,m2534,181,m,25-34
949,TM,2007,m2534,272,m,25-34
950,TO,2008,m2534,0,m,25-34
951,TR,2005,m2534,1295,m,25-34
952,TR,2006,m2534,1391,m,25-34
953,TR,2007,m2534,1245,m,25-34
954,TR,2008,m2534,1090,m,25-34
955,TT,2008,m2534,15,m,25-34
956,TV,2008,m2534,1,m,25-34
957,UA,2007,m2534,4507,m,25-34
958,UG,2008,m2534,4697,m,25-34
959,US,2008,m2534,513,m,25-34
960,UY,2008,m2534,71,m,25-34
961,UZ,2007,m2534,768,m,25-34
962,VE,2008,m2534,358,m,25-34
963,ZA,2008,m2534,21706,m,25-34
964,AD,2005,m3522,1,m,
965,AD,2006,m3522,2,m,
966,AD,2008,m3522,0,m,
967,AE,2008,m3522,7,m,
968,AL,2005,m3522,16,m,
969,AL,2006,m3522,22,m,
970,AL,2007,m3522,16,m,
971,AM,2005,m3522,83,m,
972,AM,2006,m3522,96,m,
973,AM,2007,m3522,100,m,
974,AM,2008,m3522,74,m,
975,AR,2008,m3522,390,m,
976,AT,2005,m3522,22,m,
977,AT,2006,m3522,36,m,
978,AZ,2005,m3522,215,m,
979,AZ,2006,m3522,365,m,
980,BA,2005,m3522,61,m,
981,BA,2006,m3522,47,m,
982,BA,2007,m3522,0,m,
983,BA,2008,m3522,38,m,
984,BB,2008,m3522,0,m,
985,BE,2005,m3522,32,m,
986,BE,2006,m3522,38,m,
987,BE,2008,m3522,43,m,
988,BG,2005,m3522,195,m,
989,BG,2008,m3522,151,m,
990,BH,2008,m3522,27,m,
991,BN,2008,m3522,12,m,
992,BR,2008,m3522,5305,m,
993,BS,2008,m3522,5,m,
994,BW,2008,m3522,384,m,
995,BZ,2008,m3522,15,m,
996,CA,2008,m3522,49,m,
997,CH,2005,m3522,13,m,
998,CH,2006,m3522,11,m,
999,CH,2007,m3522,11,m,
1000,CH,2008,m3522,5,m,
1001,CM,2008,m3522,2016,m,
1002,CY,2005,m3522,1,m,
1003,CY,2006,m3522,1,m,
1004,CY,2007,m3522,0,m,
1005,CY,2008,m3522,0,m,
1006,CZ,2005,m3522,57,m,
1007,CZ,2006,m3522,39,m,
1008,CZ,2007,m3522,35,m,
1009,CZ,2008,m3522,39,m,
1010,DE,2005,m3522,171,m,
1011,DE,2006,m3522,169,m,
1012,DE,2007,m3522,314,m,
1013,DE,2008,m3522,114,m,
1014,DK,2005,m3522,18,m,
1015,DK,2006,m3522,15,m,
1016,DK,2007,m3522,20,m,
1017,DK,2008,m3522,9,m,
1018,DM,2008,m3522,1,m,
1019,DO,2008,m3522,337,m,
1020,EE,2005,m3522,19,m,
1021,EE,2006,m3522,24,m,
1022,EE,2007,m3522,32,m,
1023,EE,2008,m3522,26,m,
1024,EG,2008,m3522,807,m,
1025,ES,2005,m3522,367,m,
1026,ES,2006,m3522,311,m,
1027,ES,2007,m3522,379,m,
1028,ES,2008,m3522,349,m,
1029,FI,2005,m3522,3,m,
1030,FI,2006,m3522,5,m,
1031,FI,2007,m3522,5,m,
1032,FI,2008,m3522,8,m,
1033,FM,2008,m3522,1,m,
1034,FR,2005,m3522,222,m,
1035,FR,2006,m3522,238,m,
1036,FR,2007,m3522,196,m,
1037,FR,2008,m3522,161,m,
1038,GB,2005,m3522,166,m,
1039,GB,2006,m3522,213,m,
1040,GB,2007,m3522,223,m,
1041,GB,2008,m3522,155,m,
1042,GE,2006,m3522,300,m,
1043,GE,2007,m3522,308,m,
1044,GE,2008,m3522,906,m,
1045,GM,2008,m3522,167,m,
1046,GR,2005,m3522,22,m,
1047,GR,2006,m3522,22,m,
1048,GR,2007,m3522,34,m,
1049,GR,2008,m3522,12,m,
1050,GT,2008,m3522,193,m,
1051,GU,2008,m3522,7,m,
1052,GY,2008,m3522,71,m,
1053,HK,2008,m3522,95,m,
1054,HN,2008,m3522,202,m,
1055,HR,2005,m3522,48,m,
1056,HR,2006,m3522,58,m,
1057,HR,2008,m3522,34,m,
1058,HT,2008,m3522,696,m,
1059,HU,2005,m3522,67,m,
1060,HU,2006,m3522,71,m,
1061,HU,2007,m3522,48,m,
1062,HU,2008,m3522,47,m,
1063,ID,2008,m3522,19224,m,
1064,IE,2005,m3522,21,m,
1065,IE,2006,m3522,17,m,
1066,IE,2007,m3522,32,m,
1067,IE,2008,m3522,6,m,
1068,IL,2005,m3522,12,m,
1069,IL,2006,m3522,14,m,
1070,IL,2007,m3522,23,m,
1071,IL,2008,m3522,18,m,
1072,IQ,2008,m3522,317,m,
1073,IR,2008,m3522,330,m,
1074,IS,2005,m3522,1,m,
1075,IS,2006,m3522,0,m,
1076,IS,2007,m3522,0,m,
1077,IS,2008,m3522,1,m,
1078,IT,2005,m3522,137,m,
1079,IT,2006,m3522,197,m,
1080,IT,2007,m3522,113,m,
1081,IT,2008,m3522,137,m,
1082,JM,2008,m3522,10,m,
1083,JO,2008,m3522,3,m,
1084,JP,2008,m3522,456,m,
1085,KE,2008,m3522,4924,m,
1086,KG,2005,m3522,269,m,
1087,KI,2008,m3522,15,m,
1088,KM,2008,m3522,4,m,
1089,KN,2008,m3522,0,m,
1090,KP,2008,m3522,4263,m,
1091,KR,2008,m3522,1093,m,
1092,KW,2008,m3522,56,m,
1093,KZ,2005,m3522,983,m,
1094,KZ,2007,m3522,859,m,
1095,KZ,2008,m3522,811,m,
1096,LB,2008,m3522,12,m,
1097,LC,2008,m3522,2,m,
1098,LR,2008,m3522,532,m,
1099,LS,2008,m3522,542,m,
1100,LT,2005,m3522,186,m,
1101,LT,2006,m3522,207,m,
1102,LT,2007,m3522,165,m,
1103,LT,2008,m3522,162,m,
1104,LU,2005,m3522,2,m,
1105,LU,2006,m3522,2,m,
1106,LU,2007,m3522,1,m,
1107,LU,2008,m3522,0,m,
1108,LV,2005,m3522,104,m,
1109,LV,2006,m3522,82,m,
1110,LV,2008,m3522,71,m,
1111,LY,2008,m3522,162,m,
1112,MA,2008,m3522,1514,m,
1113,MD,2005,m3522,345,m,
1114,MD,2007,m3522,343,m,
1115,MD,2008,m3522,314,m,
1116,ME,2005,m3522,7,m,
1117,ME,2007,m3522,3,m,
1118,ME,2008,m3522,10,m,
1119,MG,2008,m3522,2113,m,
1120,MH,2008,m3522,2,m,
1121,MK,2005,m3522,23,m,
1122,MK,2006,m3522,25,m,
1123,MK,2007,m3522,27,m,
1124,MK,2008,m3522,13,m,
1125,ML,2008,m3522,640,m,
1126,MO,2008,m3522,10,m,
1127,MP,2008,m3522,1,m,
1128,MT,2005,m3522,1,m,
1129,MT,2006,m3522,2,m,
1130,MT,2007,m3522,0,m,
1131,MT,2008,m3522,2,m,
1132,MU,2008,m3522,14,m,
1133,MX,2008,m3522,1314,m,
1134,MY,2008,m3522,2318,m,
1135,NC,2008,m3522,0,m,
1136,NL,2005,m3522,23,m,
1137,NL,2006,m3522,31,m,
1138,NL,2007,m3522,28,m,
1139,NL,2008,m3522,26,m,
1140,NO,2005,m3522,6,m,
1141,NO,2006,m3522,5,m,
1142,NO,2008,m3522,7,m,
1143,NR,2008,m3522,0,m,
1144,NZ,2008,m3522,9,m,
1145,OM,2008,m3522,28,m,
1146,PE,2008,m3522,1564,m,
1147,PF,2008,m3522,1,m,
1148,PL,2005,m3522,389,m,
1149,PL,2006,m3522,390,m,
1150,PL,2007,m3522,395,m,
1151,PL,2008,m3522,397,m,
1152,PR,2008,m3522,3,m,
1153,PS,2008,m3522,3,m,
1154,PT,2005,m3522,284,m,
1155,PT,2006,m3522,259,m,
1156,PT,2007,m3522,268,m,
1157,PT,2008,m3522,212,m,
1158,PY,2008,m3522,138,m,
1159,QA,2008,m3522,26,m,
1160,RO,2005,m3522,1786,m,
1161,RO,2006,m3522,1624,m,
1162,RO,2008,m3522,1656,m,
1163,RS,2005,m3522,118,m,
1164,RS,2006,m3522,107,m,
1165,RS,2007,m3522,102,m,
1166,RS,2008,m3522,86,m,
1167,RU,2008,m3522,6005,m,
1168,SB,2008,m3522,11,m,
1169,SC,2008,m3522,0,m,
1170,SD,2008,m3522,1301,m,
1171,SE,2005,m3522,16,m,
1172,SE,2006,m3522,14,m,
1173,SE,2007,m3522,10,m,
1174,SE,2008,m3522,9,m,
1175,SG,2008,m3522,46,m,
1176,SI,2005,m3522,16,m,
1177,SI,2006,m3522,9,m,
1178,SI,2007,m3522,15,m,
1179,SI,2008,m3522,9,m,
1180,SK,2005,m3522,16,m,
1181,SK,2006,m3522,18,m,
1182,SK,2007,m3522,18,m,
1183,SK,2008,m3522,16,m,
1184,SN,2008,m3522,907,m,
1185,SV,2008,m3522,112,m,
1186,SZ,2008,m3522,357,m,
1187,TJ,2005,m3522,164,m,
1188,TJ,2008,m3522,165,m,
1189,TM,2005,m3522,146,m,
1190,TM,2007,m3522,224,m,
1191,TO,2008,m3522,2,m,
1192,TR,2005,m3522,1028,m,
1193,TR,2006,m3522,1003,m,
1194,TR,2007,m3522,984,m,
1195,TR,2008,m3522,953,m,
1196,TT,2008,m3522,19,m,
1197,TV,2008,m3522,0,m,
1198,UA,2007,m3522,5206,m,
1199,UG,2008,m3522,3922,m,
1200,US,2008,m3522,495,m,
1201,UY,2008,m3522,64,m,
1202,UZ,2007,m3522,579,m,
1203,VE,2008,m3522,326,m,
1204,ZA,2008,m3522,20699,m,
1205,AD,2005,m4554,0,m,45-54
1206,AD,2006,m4554,0,m,45-54
1207,AD,2008,m4554,1,m,45-54
1208,AE,2008,m4554,5,m,45-54
1209,AL,2005,m4554,31,m,45-54
1210,AL,2006,m4554,21,m,45-54
1211,AL,2007,m4554,24,m,45-54
1212,AM,2005,m4554,84,m,45-54
1213,AM,2006,m4554,98,m,45-54
1214,AM,2007,m4554,92,m,45-54
1215,AM,2008,m4554,87,m,45-54
1216,AR,2008,m4554,416,m,45-54
1217,AT,2005,m4554,41,m,45-54
1218,AT,2006,m4554,39,m,45-54
1219,AZ,2005,m4554,209,m,45-54
1220,AZ,2006,m4554,120,m,45-54
1221,BA,2005,m4554,78,m,45-54
1222,BA,2006,m4554,53,m,45-54
1223,BA,2007,m4554,0,m,45-54
1224,BA,2008,m4554,84,m,45-54
1225,BB,2008,m4554,0,m,45-54
1226,BE,2005,m4554,27,m,45-54
1227,BE,2006,m4554,45,m,45-54
1228,BE,2008,m4554,32,m,45-54
1229,BG,2005,m4554,195,m,45-54
1230,BG,2008,m4554,159,m,45-54
1231,BH,2008,m4554,8,m,45-54
1232,BN,2008,m4554,21,m,45-54
1233,BR,2008,m4554,4854,m,45-54
1234,BS,2008,m4554,7,m,45-54
1235,BW,2008,m4554,220,m,45-54
1236,BZ,2008,m4554,9,m,45-54
1237,CA,2008,m4554,53,m,45-54
1238,CH,2005,m4554,12,m,45-54
1239,CH,2006,m4554,8,m,45-54
1240,CH,2007,m4554,7,m,45-54
1241,CH,2008,m4554,4,m,45-54
1242,CM,2008,m4554,1135,m,45-54
1243,CY,2005,m4554,1,m,45-54
1244,CY,2006,m4554,0,m,45-54
1245,CY,2007,m4554,0,m,45-54
1246,CY,2008,m4554,1,m,45-54
1247,CZ,2005,m4554,55,m,45-54
1248,CZ,2006,m4554,56,m,45-54
1249,CZ,2007,m4554,63,m,45-54
1250,CZ,2008,m4554,44,m,45-54
1251,DE,2005,m4554,167,m,45-54
1252,DE,2006,m4554,189,m,45-54
1253,DE,2007,m4554,344,m,45-54
1254,DE,2008,m4554,142,m,45-54
1255,DK,2005,m4554,23,m,45-54
1256,DK,2006,m4554,27,m,45-54
1257,DK,2007,m4554,29,m,45-54
1258,DK,2008,m4554,24,m,45-54
1259,DM,2008,m4554,2,m,45-54
1260,DO,2008,m4554,198,m,45-54
1261,EE,2005,m4554,40,m,45-54
1262,EE,2006,m4554,40,m,45-54
1263,EE,2007,m4554,37,m,45-54
1264,EE,2008,m4554,34,m,45-54
1265,EG,2008,m4554,791,m,45-54
1266,ES,2005,m4554,230,m,45-54
1267,ES,2006,m4554,232,m,45-54
1268,ES,2007,m4554,257,m,45-54
1269,ES,2008,m4554,268,m,45-54
1270,FI,2005,m4554,14,m,45-54
1271,FI,2006,m4554,9,m,45-54
1272,FI,2007,m4554,10,m,45-54
1273,FI,2008,m4554,13,m,45-54
1274,FM,2008,m4554,3,m,45-54
1275,FR,2005,m4554,196,m,45-54
1276,FR,2006,m4554,209,m,45-54
1277,FR,2007,m4554,219,m,45-54
1278,FR,2008,m4554,134,m,45-54
1279,GB,2005,m4554,95,m,45-54
1280,GB,2006,m4554,148,m,45-54
1281,GB,2007,m4554,169,m,45-54
1282,GB,2008,m4554,111,m,45-54
1283,GE,2006,m4554,241,m,45-54
1284,GE,2007,m4554,230,m,45-54
1285,GE,2008,m4554,739,m,45-54
1286,GM,2008,m4554,125,m,45-54
1287,GR,2005,m4554,14,m,45-54
1288,GR,2006,m4554,24,m,45-54
1289,GR,2007,m4554,28,m,45-54
1290,GR,2008,m4554,4,m,45-54
1291,GT,2008,m4554,163,m,45-54
1292,GU,2008,m4554,8,m,45-54
1293,GY,2008,m4554,47,m,45-54
1294,HK,2008,m4554,166,m,45-54
1295,HN,2008,m4554,140,m,45-54
1296,HR,2005,m4554,72,m,45-54
1297,HR,2006,m4554,69,m,45-54
1298,HR,2008,m4554,63,m,45-54
1299,HT,2008,m4554,491,m,45-54
1300,HU,2005,m4554,117,m,45-54
1301,HU,2006,m4554,98,m,45-54
1302,HU,2007,m4554,103,m,45-54
1303,HU,2008,m4554,86,m,45-54
1304,ID,2008,m4554,18545,m,45-54
1305,IE,2005,m4554,10,m,45-54
1306,IE,2006,m4554,11,m,45-54
1307,IE,2007,m4554,28,m,45-54
1308,IE,2008,m4554,21,m,45-54
1309,IL,2005,m4554,12,m,45-54
1310,IL,2006,m4554,4,m,45-54
1311,IL,2007,m4554,13,m,45-54
1312,IL,2008,m4554,14,m,45-54
1313,IQ,2008,m4554,273,m,45-54
1314,IR,2008,m4554,322,m,45-54
1315,IS,2005,m4554,0,m,45-54
1316,IS,2006,m4554,0,m,45-54
1317,IS,2007,m4554,0,m,45-54
1318,IS,2008,m4554,0,m,45-54
1319,IT,2005,m4554,101,m,45-54
1320,IT,2006,m4554,105,m,45-54
1321,IT,2007,m4554,87,m,45-54
1322,IT,2008,m4554,72,m,45-54
1323,JM,2008,m4554,11,m,45-54
1324,JO,2008,m4554,5,m,45-54
1325,JP,2008,m4554,599,m,45-54
1326,KE,2008,m4554,2302,m,45-54
1327,KG,2005,m4554,194,m,45-54
1328,KI,2008,m4554,10,m,45-54
1329,KM,2008,m4554,9,m,45-54
1330,KN,2008,m4554,3,m,45-54
1331,KP,2008,m4554,3988,m,45-54
1332,KR,2008,m4554,1400,m,45-54
1333,KW,2008,m4554,34,m,45-54
1334,KZ,2005,m4554,795,m,45-54
1335,KZ,2007,m4554,714,m,45-54
1336,KZ,2008,m4554,752,m,45-54
1337,LB,2008,m4554,17,m,45-54
1338,LC,2008,m4554,2,m,45-54
1339,LR,2008,m4554,308,m,45-54
1340,LS,2008,m4554,380,m,45-54
1341,LT,2005,m4554,187,m,45-54
1342,LT,2006,m4554,211,m,45-54
1343,LT,2007,m4554,235,m,45-54
1344,LT,2008,m4554,182,m,45-54
1345,LU,2005,m4554,1,m,45-54
1346,LU,2006,m4554,3,m,45-54
1347,LU,2007,m4554,0,m,45-54
1348,LU,2008,m4554,0,m,45-54
1349,LV,2005,m4554,117,m,45-54
1350,LV,2006,m4554,105,m,45-54
1351,LV,2008,m4554,71,m,45-54
1352,LY,2008,m4554,85,m,45-54
1353,MA,2008,m4554,1179,m,45-54
1354,MD,2005,m4554,313,m,45-54
1355,MD,2007,m4554,314,m,45-54
1356,MD,2008,m4554,317,m,45-54
1357,ME,2005,m4554,15,m,45-54
1358,ME,2007,m4554,10,m,45-54
1359,ME,2008,m4554,5,m,45-54
1360,MG,2008,m4554,1669,m,45-54
1361,MH,2008,m4554,3,m,45-54
1362,MK,2005,m4554,20,m,45-54
1363,MK,2006,m4554,37,m,45-54
1364,MK,2007,m4554,46,m,45-54
1365,MK,2008,m4554,25,m,45-54
1366,ML,2008,m4554,503,m,45-54
1367,MO,2008,m4554,29,m,45-54
1368,MP,2008,m4554,5,m,45-54
1369,MT,2005,m4554,1,m,45-54
1370,MT,2006,m4554,0,m,45-54
1371,MT,2007,m4554,0,m,45-54
1372,MT,2008,m4554,0,m,45-54
1373,MU,2008,m4554,15,m,45-54
1374,MX,2008,m4554,1267,m,45-54
1375,MY,2008,m4554,2169,m,45-54
1376,NC,2008,m4554,2,m,45-54
1377,NL,2005,m4554,26,m,45-54
1378,NL,2006,m4554,23,m,45-54
1379,NL,2007,m4554,21,m,45-54
1380,NL,2008,m4554,19,m,45-54
1381,NO,2005,m4554,4,m,45-54
1382,NO,2006,m4554,3,m,45-54
1383,NO,2008,m4554,2,m,45-54
1384,NR,2008,m4554,1,m,45-54
1385,NZ,2008,m4554,5,m,45-54
1386,OM,2008,m4554,28,m,45-54
1387,PE,2008,m4554,1121,m,45-54
1388,PF,2008,m4554,1,m,45-54
1389,PL,2005,m4554,639,m,45-54
1390,PL,2006,m4554,649,m,45-54
1391,PL,2007,m4554,677,m,45-54
1392,PL,2008,m4554,653,m,45-54
1393,PR,2008,m4554,13,m,45-54
1394,PS,2008,m4554,2,m,45-54
1395,PT,2005,m4554,181,m,45-54
1396,PT,2006,m4554,190,m,45-54
1397,PT,2007,m4554,188,m,45-54
1398,PT,2008,m4554,179,m,45-54
1399,PY,2008,m4554,138,m,45-54
1400,QA,2008,m4554,18,m,45-54
1401,RO,2005,m4554,1999,m,45-54
1402,RO,2006,m4554,1738,m,45-54
1403,RO,2008,m4554,1713,m,45-54
1404,RS,2005,m4554,156,m,45-54
1405,RS,2006,m4554,167,m,45-54
1406,RS,2007,m4554,163,m,45-54
1407,RS,2008,m4554,131,m,45-54
1408,RU,2008,m4554,6300,m,45-54
1409,SB,2008,m4554,10,m,45-54
1410,SC,2008,m4554,1,m,45-54
1411,SD,2008,m4554,903,m,45-54
1412,SE,2005,m4554,10,m,45-54
1413,SE,2006,m4554,5,m,45-54
1414,SE,2007,m4554,5,m,45-54
1415,SE,2008,m4554,5,m,45-54
1416,SG,2008,m4554,106,m,45-54
1417,SI,2005,m4554,15,m,45-54
1418,SI,2006,m4554,12,m,45-54
1419,SI,2007,m4554,14,m,45-54
1420,SI,2008,m4554,17,m,45-54
1421,SK,2005,m4554,25,m,45-54
1422,SK,2006,m4554,27,m,45-54
1423,SK,2007,m4554,51,m,45-54
1424,SK,2008,m4554,46,m,45-54
1425,SN,2008,m4554,593,m,45-54
1426,SV,2008,m4554,67,m,45-54
